brand_name,peta,leaping_bunny,parent_company,parent_status,notes
:AM CLEANING,FALSE,TRUE,,unknown,
.kc. by keracare,TRUE,FALSE,Avlon Industries,ok,
'Ôrəbella,FALSE,TRUE,,unknown,
"""Yes She Will!"" Organics®",FALSE,TRUE,,unknown,
[ p H 7 ],FALSE,TRUE,,unknown,
@andreabellezanatural_osorno,TRUE,FALSE,,unknown,
@BambuuBrush,TRUE,FALSE,,unknown,
& Smile Tablets,TRUE,FALSE,,unknown,
& Tread Well,FALSE,TRUE,,unknown,
10 Degrees Cooler,FALSE,TRUE,,unknown,
100% Pure,TRUE,FALSE,,unknown,
1121 Apothecary,TRUE,FALSE,,unknown,
12 Grabs,TRUE,FALSE,,unknown,
123 Nourish Me,TRUE,FALSE,,unknown,
1400 Below®,FALSE,TRUE,,unknown,
180 Innovations,TRUE,FALSE,,unknown,
19th Volume Cosmetics Corp.,TRUE,FALSE,,unknown,
1KOMMA8,TRUE,FALSE,,unknown,
23Beauty Paris,TRUE,FALSE,,unknown,
24K Cosmetics,TRUE,FALSE,,unknown,
28 Day Skin,TRUE,FALSE,HarJam Innovations Ltd,ok,
28 Litsea,TRUE,FALSE,,unknown,
2E Nail Supply,TRUE,FALSE,,unknown,
2kcommerce,TRUE,FALSE,,unknown,
2nd Love Cosmetics,TRUE,FALSE,,unknown,
2SHERO KOZMETIK IMALAT TIC,TRUE,FALSE,,unknown,
305 Care,TRUE,FALSE,,unknown,
3107 Skincare,TRUE,FALSE,,unknown,
365 by Whole Foods Market,FALSE,TRUE,,unknown,
3INA,TRUE,FALSE,,unknown,
3M,TRUE,FALSE,,unknown,
3rd + Fairfax Beauty,FALSE,TRUE,,unknown,
4-Legger,FALSE,TRUE,,unknown,
4EVER MAGIC COSMETICS,TRUE,FALSE,,unknown,
4Kelp™,FALSE,TRUE,,unknown,
4organic,TRUE,FALSE,,unknown,
4ourclimate,TRUE,FALSE,,unknown,
4peoplewhocare UG,TRUE,FALSE,,unknown,
5 SENS Inc.,FALSE,TRUE,,unknown,
5 Star Shave Club,TRUE,FALSE,,unknown,
66°30,TRUE,FALSE,,unknown,
6th Floor Beauty,TRUE,FALSE,,unknown,
707 Flora,TRUE,FALSE,,unknown,
760 Skin,FALSE,TRUE,,unknown,
77Skin,FALSE,TRUE,,unknown,
786 Cosmetics,TRUE,TRUE,,unknown,
7elements,TRUE,FALSE,,unknown,
7th Heaven,FALSE,TRUE,,unknown,
8 FACES,FALSE,TRUE,,unknown,
82°E,TRUE,FALSE,DPKA UNIVERSAL CONSUMER VENTURES PRIVATE LIMITED,ok,
8Greens,TRUE,FALSE,,unknown,
A Girl's Gotta Spa!,FALSE,TRUE,,unknown,
A Good Fur Day,TRUE,FALSE,,unknown,
A House on the Moon,FALSE,TRUE,,unknown,
A Joy Forever Bath + Body,FALSE,TRUE,,unknown,
A La Maison de Provence,FALSE,TRUE,,unknown,
A Perfume Organic,TRUE,FALSE,,unknown,
A Touch of Class Beauty,TRUE,FALSE,,unknown,
A Wild Soap Bar,TRUE,FALSE,,unknown,
A.P. CHEM,TRUE,TRUE,,unknown,
A.W.Faber-Castell S.A,TRUE,FALSE,Brazil – cosmeticos,ok,
A&R Bath Shop,TRUE,FALSE,,unknown,
A2V,TRUE,FALSE,,unknown,
A2Z Beauty,FALSE,TRUE,,unknown,
Aaryanveda,TRUE,FALSE,,unknown,
AB Living Essentials,FALSE,TRUE,,unknown,
ABATURE,TRUE,FALSE,,unknown,
Abbey Essentials,FALSE,TRUE,,unknown,
Abbot Kinney Apothecary,FALSE,TRUE,,unknown,
Abbott,TRUE,FALSE,,unknown,
ABBY & FINN,TRUE,FALSE,,unknown,
Abby Rose Skin Care,TRUE,TRUE,,unknown,
Abel Fragrance,TRUE,FALSE,,unknown,
ABELA,TRUE,FALSE,,unknown,
Abercrombie & Fitch,TRUE,FALSE,,unknown,
Abhati Suisse,TRUE,FALSE,,unknown,
Abicì,TRUE,FALSE,,unknown,
Able Skincare,TRUE,FALSE,,unknown,
Abloom Skin Care,TRUE,FALSE,,unknown,
About Me,TRUE,FALSE,,unknown,
About Time We Met,TRUE,FALSE,,unknown,
about-face,TRUE,FALSE,,unknown,
aboutface,TRUE,FALSE,,unknown,
Abra Therapeutics,TRUE,FALSE,,unknown,
ABRIGA,TRUE,FALSE,,unknown,
Absolute Green,TRUE,FALSE,,unknown,
Absolute Miracle,TRUE,FALSE,,unknown,
Absolute New York,TRUE,TRUE,,unknown,
Absolute Soap,TRUE,FALSE,Product Body,ok,
Absolutely Natural Inc,FALSE,TRUE,,unknown,
Abstrax Labs,TRUE,FALSE,,unknown,
Abura Cosmetics,TRUE,FALSE,,unknown,
Abyssal Japan Co.,TRUE,FALSE,,unknown,
abyssian,TRUE,FALSE,,unknown,
Acaderma,FALSE,TRUE,,unknown,
AcARRE,FALSE,TRUE,,unknown,
ACE,TRUE,FALSE,BBI,ok,
Ace Beaute Cosmetics,TRUE,FALSE,,unknown,
Ace of Air,FALSE,TRUE,,unknown,
Acherontia,TRUE,FALSE,,unknown,
Acmer,TRUE,FALSE,,unknown,
Act Of Being,TRUE,FALSE,Epic Beauty Brands,ok,
actiMare,TRUE,FALSE,,unknown,
Actium Plus,TRUE,FALSE,,unknown,
Active Concepts,TRUE,FALSE,,unknown,
Active Micro Technologies,TRUE,FALSE,,unknown,
ACTIVE NINE,TRUE,FALSE,,unknown,
Active Organic,TRUE,FALSE,,unknown,
Active Silver,TRUE,FALSE,,unknown,
Activist Skincare,FALSE,TRUE,,unknown,
ACTIVOSCOSMETICOS,TRUE,FALSE,,unknown,
Acure,TRUE,TRUE,Better Planet Brands,ok,
Acuvue,TRUE,FALSE,Johnson & Johnson,ok,
ADA TINA Cosméticos,TRUE,FALSE,,unknown,
Adams Handmade Soap,TRUE,FALSE,,unknown,
ADC Hounstone & Co.,TRUE,FALSE,,unknown,
Adcos,TRUE,FALSE,,unknown,
AddictaLash,TRUE,FALSE,,unknown,
Adélie et Cie,TRUE,FALSE,,unknown,
Adelinda Cosmética Natural,TRUE,FALSE,,unknown,
Adept Cosmetics,TRUE,FALSE,,unknown,
aDesign,TRUE,FALSE,,unknown,
Adessa,TRUE,FALSE,,unknown,
Adesse New York,TRUE,TRUE,,unknown,
Adezzo Beauty,TRUE,FALSE,,unknown,
Adhome Co.,TRUE,FALSE,,unknown,
Adi Botany,FALSE,TRUE,,unknown,
"Adli Gummies, d/o/b Imaraïs Beauty",TRUE,FALSE,,unknown,
Admire My Skin,FALSE,TRUE,,unknown,
ADOREYES,TRUE,FALSE,,unknown,
Adorn Cosmetics,TRUE,FALSE,,unknown,
ADVANAGE Diversified Products,TRUE,FALSE,,unknown,
Adversa,TRUE,FALSE,,unknown,
AdvoCANNA,TRUE,FALSE,,unknown,
AEGIS PHARMA,TRUE,FALSE,,unknown,
AEMBR,FALSE,TRUE,,unknown,
Aeonia by Delavie Sciences,FALSE,TRUE,,unknown,
AER,TRUE,FALSE,,unknown,
Aesop,TRUE,FALSE,L'Oréal,bad,L'Oréal sells in China; acquired Aesop 2023
Aesthetica Cosmetics,TRUE,FALSE,,unknown,
Aeston West,FALSE,TRUE,,unknown,
Aevi Wellness,FALSE,TRUE,,unknown,
af94,TRUE,FALSE,,unknown,
Afari Skincare,TRUE,FALSE,,unknown,
AFETO NATURAL,TRUE,FALSE,,unknown,
Affinage Professional,TRUE,FALSE,,unknown,
Affordable Mineral Makeup,TRUE,FALSE,,unknown,
AFFOREST GREEN BEAUTY,TRUE,FALSE,,unknown,
"After Inked, LLC",TRUE,FALSE,,unknown,
Afterglow Cosmetics,TRUE,FALSE,,unknown,
AG Care,TRUE,FALSE,,unknown,
Agape Key All Natural Products,TRUE,FALSE,,unknown,
Agave,TRUE,FALSE,,unknown,
Agave Healing Oil,FALSE,TRUE,,unknown,
Age Attraction Kosmetik,TRUE,FALSE,,unknown,
Agella Beauty,FALSE,TRUE,,unknown,
Agency,FALSE,TRUE,,unknown,
Agent Nateur,TRUE,FALSE,,unknown,
Agera Biotech,TRUE,FALSE,,unknown,
Aggi Natural Beauty,TRUE,FALSE,,unknown,
Agilise Cosméticos,TRUE,FALSE,,unknown,
Agnes dos Santos,TRUE,FALSE,,unknown,
Agua de Nube,TRUE,FALSE,,unknown,
Aguaymanto,TRUE,FALSE,,unknown,
Ahal,TRUE,FALSE,Laboratorio Biocosmética S.A. de C.V.,ok,
AHAVA Dead Sea Laboratories Ltd.,TRUE,FALSE,,unknown,
Ahé Naturals,TRUE,FALSE,,unknown,
ahimsa,FALSE,TRUE,,unknown,
Ahimsa Essentials,TRUE,FALSE,,unknown,
Ahimsa Haircare,TRUE,FALSE,,unknown,
Ahura New York,TRUE,TRUE,,unknown,
AIIR Professional,FALSE,TRUE,,unknown,
AIKA WELLNESS,TRUE,FALSE,,unknown,
Aim,TRUE,FALSE,Church & Dwight,gray,Church & Dwight sells household products in China; beauty division unclear
Aim HI Every Day,TRUE,FALSE,,unknown,
Aimée de Mars,TRUE,FALSE,,unknown,
Aimeili Gel Polish,TRUE,FALSE,,unknown,
Ainterol Natural Products,TRUE,FALSE,,unknown,
Air Scense,FALSE,TRUE,,unknown,
Air Wick,TRUE,FALSE,Reckitt Benckiser,ok,
Airelle Skincare,TRUE,FALSE,,unknown,
Airnex,TRUE,FALSE,,unknown,
Aisle5,FALSE,TRUE,,unknown,
AJ Nails Collection,TRUE,FALSE,,unknown,
AJANANTA RETAIL,TRUE,FALSE,,unknown,
AKA Cosmetic,TRUE,FALSE,,unknown,
Akahi Enterprise,TRUE,FALSE,,unknown,
Akasa Elements,TRUE,FALSE,,unknown,
Aki Lashes,TRUE,FALSE,,unknown,
Akita Brands,TRUE,FALSE,,unknown,
Akla,FALSE,TRUE,,unknown,
AKS  KOZMETIK KIMYA TIC. LTD. STI,TRUE,FALSE,,unknown,
AKSAN KOZMETIK,TRUE,FALSE,,unknown,
AKT London,TRUE,FALSE,,unknown,
Akten Kozmetik San. Paz. A.Ş,TRUE,FALSE,,unknown,
Alacarte Beauty,FALSE,TRUE,,unknown,
Alaffia,FALSE,TRUE,,unknown,
Alamar Cosmetics,TRUE,FALSE,,unknown,
Alaska Glacial Essentials,FALSE,TRUE,,unknown,
Alba Beauty,TRUE,FALSE,,unknown,
Alba Botanica,TRUE,FALSE,Hain Celestial,ok,
Alba® 1913,TRUE,FALSE,,unknown,
Albaad,TRUE,FALSE,,unknown,
"Albertini International, LLC",FALSE,TRUE,,unknown,
Alchemistry Essentials,FALSE,TRUE,,unknown,
Alchemy Holistics,TRUE,FALSE,,unknown,
Alchemy Oils,TRUE,FALSE,,unknown,
Alchimie Forever,TRUE,TRUE,,unknown,
Aleph Beauty,TRUE,FALSE,,unknown,
ALEVA NATURALS,FALSE,TRUE,,unknown,
Alexa Persico Cosmetics,TRUE,FALSE,,unknown,
Alexami Cosmetics,TRUE,FALSE,,unknown,
Alexandria Professional,FALSE,TRUE,,unknown,
Alexis Vogel,TRUE,FALSE,,unknown,
Algenist,TRUE,FALSE,,unknown,
ALIDA PURE,TRUE,TRUE,,unknown,
Alighten Natural Skin Care,TRUE,FALSE,,unknown,
Alimeri,TRUE,FALSE,,unknown,
Alison Asia Pacific,TRUE,FALSE,,unknown,
ALKAGLAM,TRUE,FALSE,,unknown,
Alkemie,TRUE,FALSE,,unknown,
All About Curls,TRUE,FALSE,,unknown,
All About Feet,FALSE,TRUE,,unknown,
All About Good Vibes,TRUE,FALSE,,unknown,
All About Men,FALSE,TRUE,,unknown,
All Care Products,TRUE,FALSE,,unknown,
All Golden,TRUE,TRUE,,unknown,
All Good,FALSE,TRUE,,unknown,
All Good Scents,TRUE,FALSE,,unknown,
All Heart All The Time,FALSE,TRUE,,unknown,
All Natural Advice,FALSE,TRUE,,unknown,
All Terrain,TRUE,FALSE,,unknown,
All Things Jill,FALSE,TRUE,,unknown,
All-Nutrient,TRUE,FALSE,"Chuckles, Inc.",ok,
allBambu,TRUE,FALSE,,unknown,
Allegresse 24 Karat Skincare,FALSE,TRUE,,unknown,
Allegresse 24K Skincare,TRUE,FALSE,,unknown,
Allens Naturally,TRUE,FALSE,,unknown,
Alleyoop,TRUE,TRUE,,unknown,
Allez Outdoor,TRUE,FALSE,,unknown,
Allies of Skin,TRUE,FALSE,,unknown,
AllMyFy,TRUE,FALSE,,unknown,
ALLOYANatural,TRUE,FALSE,,unknown,
AllSaints,FALSE,TRUE,,unknown,
AllSan,TRUE,FALSE,,unknown,
alltheFURRY,TRUE,FALSE,OOWN Co,ok,
Allurials,TRUE,FALSE,,unknown,
Ally’s AromaRemedies,TRUE,FALSE,,unknown,
Allyoos,TRUE,FALSE,,unknown,
Alma Nativa,TRUE,FALSE,,unknown,
Alma Secret,TRUE,FALSE,,unknown,
Almay,TRUE,FALSE,Revlon,bad,Revlon sells in China
Almaya Orgânica,TRUE,FALSE,,unknown,
Almo Nature,TRUE,FALSE,,unknown,
Almora Botanica,TRUE,FALSE,,unknown,
Aloe Plus,TRUE,FALSE,,unknown,
Aloe Up,TRUE,FALSE,,unknown,
Aloette Cosmetics,TRUE,FALSE,,unknown,
ALŌH,FALSE,TRUE,,unknown,
Aloisia Beauty,FALSE,TRUE,,unknown,
Alott Limited,TRUE,FALSE,,unknown,
Aloxxi International,TRUE,FALSE,,unknown,
ALPAYA Dermaceuticals,TRUE,FALSE,,unknown,
Alpaya Dogal ve Kozmetik,TRUE,FALSE,,unknown,
ALPCH,TRUE,FALSE,,unknown,
Alpen Secrets,TRUE,FALSE,,unknown,
Alpenkraft,TRUE,FALSE,,unknown,
Alpha Organics,FALSE,TRUE,,unknown,
ALPHANOVA,TRUE,FALSE,,unknown,
Alpine White,TRUE,FALSE,,unknown,
Alpyn,FALSE,TRUE,,unknown,
alquimiainsole,TRUE,FALSE,,unknown,
ALQVIMIA,TRUE,FALSE,,unknown,
Also Green,FALSE,TRUE,,unknown,
Alter Ego,TRUE,FALSE,,unknown,
Alter:Bio,FALSE,TRUE,,unknown,
Altilis Beauty,TRUE,FALSE,,unknown,
Altresso,TRUE,FALSE,,unknown,
alva Naturkosmetik,TRUE,FALSE,,unknown,
Always,TRUE,FALSE,Procter & Gamble,bad,P&G sells in China
Always Give a Damn,FALSE,TRUE,,unknown,
Alya Skin,TRUE,FALSE,,unknown,
amac natural,TRUE,FALSE,,unknown,
Amacyn Natural Perfume,TRUE,FALSE,,unknown,
AMAEYYA,TRUE,FALSE,,unknown,
amai naturals,TRUE,FALSE,,unknown,
AMAL Cosmetics,TRUE,FALSE,Madeleine Blair S.L.,ok,
Amala,FALSE,TRUE,,unknown,
Amalgam,FALSE,TRUE,,unknown,
Amalia Skincare,TRUE,FALSE,,unknown,
Amalsroom.com,TRUE,FALSE,,unknown,
AMALUMY,FALSE,TRUE,,unknown,
Amanda Ross Skin Care,FALSE,TRUE,,unknown,
AmandaSteene,TRUE,FALSE,,unknown,
Amandine Sol Botanicals,TRUE,FALSE,,unknown,
Amara Beauty,TRUE,FALSE,,unknown,
Amaranthine Beauty,TRUE,FALSE,,unknown,
AMARI NEW YORK,TRUE,FALSE,,unknown,
Amaru Cosmética ecológica,TRUE,FALSE,,unknown,
amatera,TRUE,FALSE,,unknown,
Amaterasun,TRUE,FALSE,Royal Pesona Indonesia,ok,
Amazon Premium Products,TRUE,FALSE,,unknown,
Amazônia New Face,TRUE,FALSE,,unknown,
Amazonia Skincare,TRUE,FALSE,,unknown,
Amber Budd Skincare,FALSE,TRUE,,unknown,
Amber House Apothecary,TRUE,FALSE,,unknown,
Amber Renea,FALSE,TRUE,,unknown,
Ambi,TRUE,FALSE,Johnson & Johnson,ok,
Ambientes Limpios,TRUE,FALSE,,unknown,
AME,TRUE,FALSE,LAM COSMÉTICOS S.A.S.,ok,
âme pure,TRUE,FALSE,,unknown,
Ameliorate Skincare Limited,TRUE,FALSE,,unknown,
AMEON,FALSE,TRUE,,unknown,
American Eagle,TRUE,FALSE,,unknown,
American Formulating & Manufacturing,TRUE,FALSE,,unknown,
American International,TRUE,FALSE,,unknown,
American Safety Razor,TRUE,FALSE,,unknown,
AMI COLE,TRUE,FALSE,,unknown,
Amie,TRUE,FALSE,,unknown,
AMIEVA SPA,TRUE,FALSE,,unknown,
Amika,TRUE,TRUE,,unknown,
AMINO ANIMO,TRUE,FALSE,Physis Laboratory,ok,
Aminu Wellness Pvt.Ltd,TRUE,FALSE,,unknown,
Amly,TRUE,FALSE,,unknown,
amo como soy,TRUE,FALSE,,unknown,
Amoha Wellness,TRUE,FALSE,,unknown,
Amon & Anis,TRUE,FALSE,,unknown,
Amor Luminis,TRUE,FALSE,,unknown,
Amore Pet Foods,TRUE,FALSE,,unknown,
Amorus USA,TRUE,FALSE,,unknown,
Amour Your Body,TRUE,FALSE,,unknown,
Amplify Cosmetics,TRUE,FALSE,,unknown,
Amrita LLC,TRUE,FALSE,,unknown,
Amrutam Pharmaceuticals,TRUE,FALSE,,unknown,
Amvï Cosméticos Naturais,TRUE,FALSE,,unknown,
Amyla Cosmetics,TRUE,FALSE,,unknown,
Amyris,TRUE,FALSE,,unknown,
An Earthy Touch,TRUE,FALSE,,unknown,
Ana Carttori New York,FALSE,TRUE,,unknown,
Ana Hickmann Makeup,TRUE,FALSE,,unknown,
Ana Hickmann Unique Skin,TRUE,FALSE,,unknown,
ananné AG,TRUE,FALSE,,unknown,
Anastasia Beverly Hills,TRUE,FALSE,,unknown,
Ancient Egyptian Bath And Body Elixirs,FALSE,TRUE,,unknown,
Ancient Formulas,TRUE,FALSE,,unknown,
Ancient India,TRUE,FALSE,,unknown,
Ancient Secrets,TRUE,TRUE,,unknown,
Andalou Naturals,TRUE,TRUE,,unknown,
Anderdogs,TRUE,FALSE,,unknown,
Anderson + Joy,TRUE,FALSE,,unknown,
Andrea International Industries,TRUE,FALSE,,unknown,
Andrea Lord,FALSE,TRUE,,unknown,
Andrew Fitzsimons Professional Haircare,TRUE,FALSE,,unknown,
ANGEL HOLD™ STYLING CREAM,FALSE,TRUE,,unknown,
Angel Minerals,TRUE,FALSE,,unknown,
Angela Caglia Skincare,FALSE,TRUE,,unknown,
ANGELCOCO,TRUE,FALSE,Neontech,ok,
Angelstick®,FALSE,TRUE,,unknown,
Angie Watts,FALSE,TRUE,,unknown,
Angie Watts Naturals,TRUE,FALSE,,unknown,
Aniise Natural Skincare and Cosmetics,TRUE,FALSE,,unknown,
Animal Brain Beauty,FALSE,TRUE,,unknown,
Animal Human Alliance,TRUE,FALSE,,unknown,
Anis Herbocosmetica,TRUE,FALSE,,unknown,
Anisa Beauty,TRUE,FALSE,,unknown,
Anise Cosmetics,TRUE,FALSE,,unknown,
Anjoize Ltd,TRUE,FALSE,,unknown,
Anjolie,TRUE,FALSE,,unknown,
annà museo,FALSE,TRUE,,unknown,
Anna Sui,TRUE,FALSE,,unknown,
Annabelle,TRUE,FALSE,Groupe Marcelle,ok,
Annabelle Minerals,TRUE,FALSE,,unknown,
Annemarie Börlind,TRUE,FALSE,,unknown,
ANNI,FALSE,TRUE,,unknown,
Annie Fannie's Sunshine LLC,FALSE,TRUE,,unknown,
Annmarie Skin Care,FALSE,TRUE,,unknown,
Anoint,TRUE,FALSE,,unknown,
Anointment Natural Skin Care Inc.,FALSE,TRUE,,unknown,
Anokha Skin Care,TRUE,FALSE,,unknown,
anokha®,FALSE,TRUE,,unknown,
Anomaly Haircare,TRUE,FALSE,,unknown,
ANSWR,TRUE,FALSE,,unknown,
ANTATI,TRUE,FALSE,,unknown,
Antevorta Laboratories,FALSE,TRUE,,unknown,
Antheia Essentials by Easy Feel Products,TRUE,FALSE,,unknown,
Anthony Skin,TRUE,FALSE,,unknown,
Anti-Aging Hair Treatment,TRUE,FALSE,,unknown,
Antonin .B,TRUE,FALSE,,unknown,
Anua,TRUE,FALSE,,unknown,
ANUKO,TRUE,FALSE,Anko Cosmetics,ok,
Anyong,TRUE,FALSE,,unknown,
Anyra Cosmetics,TRUE,FALSE,,unknown,
ao FEEL THE LIFE,TRUE,FALSE,,unknown,
Ao Skincare,TRUE,TRUE,,unknown,
AOA Beauty,TRUE,FALSE,,unknown,
AOB Products,FALSE,TRUE,,unknown,
Aparascent,TRUE,FALSE,,unknown,
Apeel Aesthetics Naturals,FALSE,TRUE,,unknown,
Aphotetic,TRUE,FALSE,,unknown,
Aphrodite Razors,TRUE,FALSE,,unknown,
Apiarium,TRUE,FALSE,,unknown,
Apo.Ge,FALSE,TRUE,,unknown,
APOEM,TRUE,FALSE,,unknown,
Apollo and Artemis Beauty,TRUE,FALSE,,unknown,
Apollo Dion,TRUE,FALSE,,unknown,
Apot.care,TRUE,FALSE,,unknown,
Apoterra,FALSE,TRUE,,unknown,
Apothecary Shoppe,TRUE,FALSE,,unknown,
Apothekary,TRUE,FALSE,,unknown,
Apotheke,TRUE,FALSE,,unknown,
Apothepurity,FALSE,TRUE,,unknown,
Appalachian Growers,FALSE,TRUE,,unknown,
APPLE & BEARS,TRUE,FALSE,,unknown,
Apple Island Naturals,TRUE,FALSE,,unknown,
Apple Valley Natural Soap,FALSE,TRUE,,unknown,
Applied Beauty Products,TRUE,FALSE,Baobab Group,ok,
Applied Bio Laboratories,TRUE,FALSE,,unknown,
Apricot,TRUE,FALSE,,unknown,
Apsara Skin Care,TRUE,FALSE,,unknown,
APT.,FALSE,TRUE,,unknown,
APTO Skincare,TRUE,TRUE,,unknown,
APUREE,TRUE,TRUE,,unknown,
Aqua di Parma,TRUE,FALSE,,unknown,
Aqua Natural,TRUE,TRUE,,unknown,
Aquababy,TRUE,FALSE,,unknown,
Aquafresh,TRUE,FALSE,GlaxoSmithKline,ok,
AquaGuard,FALSE,TRUE,,unknown,
Aqualogica,TRUE,FALSE,,unknown,
Aquila Innovations,TRUE,FALSE,,unknown,
Aquilegia,TRUE,FALSE,,unknown,
ARA´KAI BEAUTY,TRUE,FALSE,,unknown,
Arabella Cosmetics,TRUE,FALSE,,unknown,
ARABORA,TRUE,FALSE,ARAMEDIHEAL,ok,
Araceli Beauty,FALSE,TRUE,,unknown,
Aramis,TRUE,FALSE,Estee Lauder,bad,Estée Lauder sells in China
Aramore Skincare,FALSE,TRUE,,unknown,
Aranya Holistic Skincare,TRUE,FALSE,,unknown,
Arata,TRUE,FALSE,,unknown,
Arbolito Colorido,TRUE,FALSE,,unknown,
Arbonne International,TRUE,FALSE,Groupe Rocher,ok,
Arbor Organic Technologies,TRUE,FALSE,,unknown,
Arches & Halos,TRUE,FALSE,,unknown,
ARCHIE COSMETICS CO.,TRUE,FALSE,,unknown,
ARCONA,FALSE,TRUE,,unknown,
Arctic Cure,TRUE,FALSE,,unknown,
Arctic Fox Hair Color,TRUE,TRUE,,unknown,
Ardell Beauty,FALSE,TRUE,,unknown,
Ardell International,TRUE,FALSE,,unknown,
Areté,FALSE,TRUE,,unknown,
Areu Areu,TRUE,FALSE,,unknown,
Argabody,TRUE,FALSE,,unknown,
Arganat,TRUE,FALSE,,unknown,
Argand’Or,TRUE,FALSE,,unknown,
Arganoel-Zauber,TRUE,FALSE,,unknown,
Argital,TRUE,FALSE,,unknown,
Ariana Grande Fragrances,FALSE,TRUE,,unknown,
Aribella,FALSE,TRUE,,unknown,
Arielle Shoshana,FALSE,TRUE,,unknown,
ARIIX,TRUE,FALSE,,unknown,
Arilan Skincare,TRUE,TRUE,,unknown,
Arissa Studios,TRUE,FALSE,Beauty 21,ok,
Aristocrat,TRUE,FALSE,,unknown,
Arius Cosmetics,FALSE,TRUE,,unknown,
Arm & Hammer,TRUE,FALSE,Church & Dwight,gray,Church & Dwight sells household products in China; beauty division unclear
Armor All®,TRUE,FALSE,Energizer,ok,
AROLAB Organic,TRUE,FALSE,,unknown,
Aroma Bella,TRUE,TRUE,,unknown,
Aroma Crystal Therapy,TRUE,FALSE,,unknown,
Aroma Home,FALSE,TRUE,,unknown,
Aroma Naturals,TRUE,FALSE,,unknown,
Aroma Prodigy,FALSE,TRUE,,unknown,
Aroma Roots,TRUE,FALSE,,unknown,
Aroma Selena,TRUE,FALSE,,unknown,
Aromacare Victoria,TRUE,FALSE,,unknown,
Aromafloria,TRUE,FALSE,,unknown,
AromaHome by Slatkin + Co.,TRUE,FALSE,,unknown,
Aromaland,TRUE,FALSE,,unknown,
"Aromaleigh, Inc.",TRUE,FALSE,,unknown,
Aromalief,TRUE,FALSE,,unknown,
Aromanthi,TRUE,FALSE,,unknown,
Aromas By Flo,TRUE,FALSE,,unknown,
Aromatherapy by Whole Spectrum,TRUE,FALSE,,unknown,
Aromatherapy Rituals,FALSE,TRUE,,unknown,
Aromatic Creation,FALSE,TRUE,,unknown,
Aromatika,TRUE,FALSE,,unknown,
Aromazotika,TRUE,FALSE,,unknown,
Aromi,TRUE,FALSE,,unknown,
AROMTERRAPET,TRUE,FALSE,,unknown,
Arooba,TRUE,FALSE,,unknown,
Array of Shades,TRUE,FALSE,,unknown,
Arriani Pharmaceuticals,TRUE,FALSE,,unknown,
Arrid,TRUE,FALSE,Church & Dwight,gray,Church & Dwight sells household products in China; beauty division unclear
ART BRÜT,TRUE,FALSE,,unknown,
ART Cosmetics,TRUE,FALSE,,unknown,
Artemis Life,TRUE,FALSE,,unknown,
Artemis Pet Food,TRUE,FALSE,,unknown,
ARTISANskin,TRUE,FALSE,,unknown,
Artist Couture,TRUE,FALSE,,unknown,
artnaturals,TRUE,FALSE,,unknown,
ArtOnIt Makeup,TRUE,FALSE,,unknown,
ArtPOP Cosmetics,TRUE,FALSE,,unknown,
Arunás E.I.R.L.,TRUE,FALSE,,unknown,
Arvesha Ayurvedic,TRUE,FALSE,,unknown,
Arya Laya,TRUE,FALSE,,unknown,
ARYANA,TRUE,FALSE,,unknown,
As I Am,TRUE,FALSE,,unknown,
AS OF TODAY,FALSE,TRUE,,unknown,
Asa Beauty,TRUE,FALSE,,unknown,
ASCENTION BEAUTY CO.,TRUE,FALSE,,unknown,
ASCENTION Parfums,FALSE,TRUE,,unknown,
ashakii,TRUE,FALSE,,unknown,
Ashanti Naturals,FALSE,TRUE,,unknown,
Ashba Botanicals,TRUE,FALSE,,unknown,
Ashley Joy Ic ve Dıs Ticaret Pazarlama Anonim Sirketi,TRUE,FALSE,,unknown,
ask natural,TRUE,FALSE,,unknown,
Asklepios Garden,FALSE,TRUE,,unknown,
Asna Beauty,FALSE,TRUE,,unknown,
Aspen Glow,FALSE,TRUE,,unknown,
AspenClean,TRUE,TRUE,,unknown,
Aspi,FALSE,TRUE,,unknown,
Assembled Skincare,TRUE,FALSE,,unknown,
Aster Skincare,FALSE,TRUE,,unknown,
Asterwood,FALSE,TRUE,,unknown,
ästhetik skincare,FALSE,TRUE,,unknown,
ASTIS,TRUE,FALSE,,unknown,
Astonea,TRUE,FALSE,,unknown,
Astonish Cleaning Products,TRUE,TRUE,,unknown,
Asutra,TRUE,FALSE,,unknown,
At Last Naturals,TRUE,FALSE,,unknown,
Ataraxia Cosmética Vegetal,TRUE,FALSE,,unknown,
Ateh Jewel Beauty,TRUE,FALSE,,unknown,
Atelier Cologne,TRUE,FALSE,L'Oréal,bad,L'Oréal sells in China
Atelier Populaire,TRUE,FALSE,,unknown,
ATGENE Inc.,TRUE,FALSE,,unknown,
Athar’a,TRUE,FALSE,,unknown,
Athar'a Pure,FALSE,TRUE,,unknown,
ATHLETIC COSMETIC COMPANY LLC,FALSE,TRUE,,unknown,
Athletic Hands,FALSE,TRUE,,unknown,
ATHR Beauty,TRUE,FALSE,,unknown,
Ativo Skincare,FALSE,TRUE,,unknown,
Atlanta Bath Company,TRUE,FALSE,,unknown,
Atlas Rose,FALSE,TRUE,,unknown,
ATO OGEL,TRUE,FALSE,DOCTOR DEMAGEL Inc.,ok,
Atomic Makeup,TRUE,FALSE,,unknown,
